hs12,description
850300,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502
8504,"Electric transformers, static converters (e.g. rectifiers) and inductors"
850410,Discharge lamps or tubes; ballasts therefor
850421,"Electrical transformers; liquid dielectric, having a power handling capacity not exceeding 650kVA"
850422,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA"
850423,"Electrical transformers; liquid dielectric, having a power handling capacity exceeding 10,000kVA"
850431,"Electrical transformers; n.e.c. in item no. 8504.2, having a power handling capacity not exceeding 1kVA"
850432,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA"
850433,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA"
850434,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 500kVA"
850440,Electrical static converters
850450,Electrical inductors; n.e.c. in heading no. 8504
850490,"Electrical transformers, static converters and inductors; parts thereof"
8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads"
850511,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, of metal"
850519,"Magnets; permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal"
850520,"Magnets; electro-magnetic couplings, clutches and brakes"
850590,"Magnets; electro-magnets, holding devices and parts n.e.c. in heading no. 8505"
8506,Cells and batteries; primary
850610,"Cells and batteries; primary, manganese dioxide"
850630,"Cells and batteries; primary, mercuric oxide"
850640,"Cells and batteries; primary, silver oxide"
850650,"Cells and batteries; primary, lithium"
850660,"Cells and batteries; primary, air-zinc"
850680,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)"
850690,"Cells and batteries; primary, parts thereof"
8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)"
850710,"Electric accumulators; lead-acid, of a kind used for starting piston engines, including separators, whether or not rectangular (including square)"
850720,"Electric accumulators; lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)"
850730,"Electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)"
850740,"Electric accumulators; nickel-iron, including separators, whether or not rectangular (including square)"
850750,"Electric accumulators; nickel-metal hydride, including separators, whether or not rectangular (including square)"
850760,"Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)"
850780,"Electric accumulators; other than lead-acid, nickel-cadmium, nickel-iron, nickel-metal hydride and lithium-ion, including separators, whether or not rectangular (including square)"
850790,Electric accumulators; parts n.e.c. in heading no. 8507
8508,Vacuum cleaners
850811,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L"
850819,"Vacuum cleaners, with self-contained electric motor, n.e.c. in item no. 8508.1"
850860,"Vacuum cleaners, other than with a self-contained electric motor"
850870,Parts of vacuum cleaners
8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08."
850940,"Electro-mechanical domestic appliances; food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor"
850980,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509"
850990,Electro-mechanical domestic appliances; parts for the appliances of heading no. 8509
8510,"Shavers, hair clippers and hair removing appliances, with self-contained electric motor"
851010,Shavers; with self-contained electric motor
851020,Hair clippers; with a self-contained electric motor
851030,Hair-removing appliances; with self-contained electric motor
851090,Shavers and hair clippers; parts of those with self-contained electric motor
8511,Ignition or starting equipment; used for spark-ignition or compression-ignition internal combustion engines; generators and cut outs used in conjunction with such engines
851110,"Ignition or starting equipment; spark plugs, of a kind used for spark or compression-ignition internal combustion engines"
851120,"Ignition or starting equipment; ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines"
851130,Ignition or starting equipment; distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines
851140,"Ignition or starting equipment; starter motors and dual purpose starter-generators, of a kind used for spark or compression-ignition internal combustion engines"
851150,"Ignition or starting equipment; generators n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines"
851180,"Ignition or starting equipment; n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines"
851190,"Ignition or starting equipment; parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines"
8512,"Lighting or visual signalling equipment (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; electrical, of a kind used for cycles or motor vehicles"
